1.22,4.78,8.31,0.12,0.02,-0.31,.1
1.22,4.78,8.31,0.03,-0.07,-0.27,.2
1.53,5.21,8.16,0.19,0.01,-0.21,.3
0.70,5.35,8.78,0.20,0.19,-0.30,.4
-0.78,4.67,10.09,0.35,0.19,-0.38,.5
-3.42,4.53,7.77,-0.24,-0.02,-0.35,.6
-1.23,2.88,7.86,0.23,0.25,0.03,.7
-0.98,3.26,6.83,-0.34,0.29,0.50,.8
-1.49,4.10,4.50,-0.01,1.18,0.27,.9
-3.22,3.57,6.80,-1.05,2.38,0.03,1
-5.13,2.75,9.78,-2.01,2.33,0.09,1.1
-6.40,3.62,8.99,-0.22,3.19,0.26,1.2
-12.58,3.96,7.51,0.43,2.61,-0.84,1.3
-10.07,1.56,4.76,0.57,-0.24,-0.14,1.4
-7.01,0.44,3.04,1.88,-0.81,0.85,1.5
-3.54,0.05,-0.32,1.79,-0.23,0.04,1.6
-6.63,-2.17,0.11,0.91,1.47,-1.39,1.7
-7.75,-3.14,-1.02,1.40,2.99,-1.56,1.8
-10.40,-8.02,-3.87,0.30,1.14,-2.30,1.9
-15.57,-5.99,-2.51,-1.50,-0.89,-4.17,2
-8.37,-5.11,-1.22,-1.94,-1.67,-1.22,2.1
-6.04,-5.41,0.68,-2.66,-1.70,-0.73,2.2
-7.57,-5.43,1.61,-1.99,-1.21,-1.28,2.3
-10.32,-3.56,-2.93,0.14,-0.54,-1.61,2.4
-12.14,-5.10,-1.79,0.25,-0.09,-0.90,2.5
-13.44,-2.59,-3.21,1.40,0.71,-0.73,2.6
-11.20,-7.63,-0.50,0.44,2.09,2.83,2.7
-8.96,-7.08,-0.71,0.16,1.10,3.15,2.8
-6.46,-6.90,-0.40,-0.16,0.82,3.22,2.9
-6.04,-5.26,0.24,-0.30,0.49,1.46,3
-5.44,-5.05,-0.48,-0.01,-0.10,0.66,3.1
-6.76,-6.27,-2.54,0.96,0.02,-0.87,3.2
-11.43,-5.45,-3.02,0.51,-0.52,-2.65,3.3
-8.81,-3.94,-3.46,0.76,-0.41,-1.53,3.4
