1.08,2.08,6.78,0.23,0.26,0.35,.1
-2.85,4.30,8.49,0.12,0.79,-0.48,.2
-4.06,5.03,8.82,0.17,1.51,-0.35,.3
-6.77,5.17,9.03,0.78,1.77,-0.42,.4
-6.80,2.93,8.21,-0.26,1.53,0.25,.5
-4.45,3.02,4.05,-0.40,1.14,0.36,.6
-5.59,4.38,6.14,-0.02,-0.18,0.47,.7
-2.74,3.28,8.35,-0.36,-2.52,-0.05,.8
-1.93,4.08,8.85,-0.33,-3.99,-0.10,.9
-3.47,2.29,12.07,-1.26,-0.80,-0.21,1
-1.00,1.01,8.55,-0.76,-1.41,0.07,1.1
1.01,1.93,6.27,-0.25,-0.34,0.12,1.2
0.29,2.18,8.48,0.19,0.02,-0.07,1.3
-0.95,2.90,9.81,-0.12,-0.14,-0.28,1.4
-0.23,3.34,8.96,0.22,-0.18,-0.40,1.5
-0.41,1.52,11.52,-0.21,-0.28,-0.58,1.6
-1.07,2.14,9.45,0.40,0.15,-0.49,1.7
-1.64,3.09,6.97,0.41,0.20,-0.56,1.8
-0.04,3.05,8.81,0.09,-0.01,0.07,1.9
-1.29,3.64,9.71,0.24,0.01,0.10,2
-2.84,3.13,11.59,0.16,0.39,0.01,2.1
-2.14,1.96,8.58,0.42,0.56,0.20,2.2
-2.47,3.94,7.40,-0.12,0.51,0.05,2.3
-1.68,3.66,7.08,0.02,-0.05,0.22,2.4
-1.39,4.11,8.92,-0.02,-0.30,0.06,2.5
-2.44,4.27,9.29,0.30,-0.18,-0.12,2.6
-1.53,3.43,11.78,0.15,0.08,0.01,2.7
-1.94,3.07,8.17,0.20,-0.12,-0.24,2.8
-0.73,3.06,7.23,0.06,0.19,-0.07,2.9
-1.75,4.08,5.37,0.21,0.16,-0.22,3
-0.89,4.28,8.22,-0.19,-0.01,-0.06,3.1
-1.81,4.83,9.07,0.16,-0.17,-0.14,3.2
-3.67,4.87,10.74,0.07,-0.07,-0.10,3.3
-3.16,2.37,9.40,0.10,0.29,-0.01,3.4
-1.16,3.69,7.77,-0.03,0.22,0.24,3.5
-2.29,4.84,3.16,0.51,0.14,0.06,3.6
-2.10,5.20,8.02,0.16,0.04,0.22,3.7
-1.57,5.11,8.62,-0.02,-0.52,0.07,3.8
0.21,4.25,11.50,-0.32,-0.46,-0.03,3.9
-0.33,2.71,9.40,-0.36,-0.51,-0.14,4
-0.28,3.62,6.20,-0.25,-0.14,-0.25,4.1
-0.05,3.61,7.02,0.00,0.03,-0.09,4.2
-0.62,4.55,8.46,0.20,0.34,0.07,4.3
0.08,4.37,10.38,0.00,0.05,0.06,4.4
-1.77,3.55,11.24,-0.12,0.33,0.11,4.5
-3.13,2.24,8.28,-0.15,0.15,0.29,4.6
-0.74,2.44,4.64,0.14,2.58,0.87,4.7
-2.66,3.74,3.10,1.15,3.97,1.35,4.8
-8.70,5.09,9.37,-0.96,1.52,-0.31,4.9
-6.43,6.27,6.51,0.07,1.07,0.89,5
-8.14,6.73,4.86,1.10,0.45,0.34,5.1
-7.60,2.63,5.90,0.86,0.02,-0.22,5.2
-6.76,2.20,2.96,2.78,0.35,-1.50,5.3
-6.38,4.27,2.46,2.08,-1.56,-1.81,5.4
-9.63,6.20,0.13,1.41,-0.63,-1.17,5.5
-12.27,5.44,-0.87,0.02,1.19,-0.46,5.6
-9.15,-0.08,2.13,-0.53,0.66,-0.74,5.7
-7.07,2.57,-4.75,-0.47,0.81,0.04,5.8
-4.17,2.66,-1.15,-0.65,0.20,-0.75,5.9
-9.31,4.05,-2.93,-0.59,0.48,-0.08,6
-10.82,3.54,-1.94,-0.52,2.43,0.21,6.1
-10.92,4.79,-3.29,1.07,0.51,0.11,6.2
-9.67,3.03,-3.41,0.67,0.82,-0.34,6.3
-6.53,2.96,-4.53,0.68,0.48,0.85,6.4
-4.67,2.77,-3.58,0.53,-0.22,-0.13,6.5
-8.92,2.36,-4.52,0.30,-0.18,-0.20,6.6
-10.64,1.30,-1.24,-0.18,-1.71,-0.36,6.7
-9.93,-2.59,-1.71,-1.34,0.57,-1.36,6.8
-8.31,-0.25,-2.25,-2.33,-1.30,-2.56,6.9
-7.10,0.89,0.73,-2.06,0.41,-0.47,7
-11.41,3.07,-6.19,0.24,-0.28,-0.20,7.1
-12.43,0.21,-1.62,0.06,-1.62,-0.28,7.2
-13.51,-0.53,1.20,-0.97,-0.17,0.15,7.3
-10.93,0.33,1.03,1.99,0.81,0.25,7.4
-5.31,-1.03,-1.94,3.44,1.22,1.49,7.5
-6.47,-1.10,-2.45,2.80,1.02,2.98,7.6
-9.62,-0.76,-3.87,1.76,0.84,1.87,7.7
-11.13,-0.50,-3.32,-0.97,-1.10,-1.82,7.8
-10.79,-0.05,-6.74,-1.64,0.40,-2.11,7.9
-5.46,0.15,-0.43,-1.18,-2.58,-2.45,8
-6.47,-1.32,0.10,-1.52,0.31,0.24,8.1
-13.75,-0.68,-2.70,-0.25,-0.95,-1.51,8.2
-13.21,-1.23,-0.19,-0.30,-1.65,-1.52,8.3
-12.12,-3.08,-0.26,0.07,0.22,1.03,8.4
-6.60,-0.93,0.98,1.18,1.01,0.82,8.5
-4.50,-1.56,-0.38,2.01,0.51,1.77,8.6
-9.02,-2.17,-3.06,2.26,0.95,1.49,8.7
-12.88,-2.69,-2.02,-1.32,-0.71,-1.80,8.8
-13.01,-2.21,-2.03,-1.80,-0.49,-2.60,8.9
-5.55,-0.31,-0.57,-1.68,0.10,-0.08,9
-4.57,-0.72,-0.94,-0.74,-0.17,0.85,9.1
-8.81,-0.72,-3.37,-0.16,-0.04,0.33,9.2
-13.38,-0.71,-3.37,0.03,-0.70,-1.14,9.3
-13.28,-2.40,-0.78,-0.20,-0.20,-0.14,9.4
-10.29,-1.28,1.21,0.36,0.86,0.55,9.5
-4.89,-1.08,-0.09,0.81,0.69,1.15,9.6
-4.35,-1.48,-1.71,2.07,0.53,1.65,9.7
-11.24,-2.70,-8.44,1.83,0.82,0.61,9.8
-14.39,-2.54,-3.56,-0.95,-1.25,-2.30,9.9
-10.97,-2.62,-1.34,-1.77,-0.96,-1.83,10
-4.75,0.09,-0.40,-0.85,0.08,0.37,10.1
-5.29,-0.46,-1.66,-0.03,-0.11,0.00,10.2
-10.14,-0.75,-2.05,0.07,0.05,0.07,10.3
-13.77,-2.31,-0.96,-0.69,-0.79,-0.66,10.4
-11.54,-2.17,0.10,-0.33,-0.29,0.55,10.5
-8.96,-0.67,0.63,0.38,0.75,0.67,10.6
-5.01,-0.67,-0.72,1.47,0.39,1.04,10.7
-5.25,-1.20,-1.68,1.95,0.70,1.60,10.8
-12.15,-2.11,-3.47,1.41,0.84,0.64,10.9
-12.07,-0.38,-5.86,-0.01,-0.93,-1.99,11
-10.25,-1.69,-2.32,-2.01,-0.31,-0.37,11.1
-4.36,-0.17,0.18,-2.15,0.23,0.87,11.2
-5.73,-0.65,-1.30,-0.05,0.16,0.44,11.3
-11.36,-0.68,-4.82,0.74,-0.37,-0.79,11.4
-12.30,-1.98,-0.32,-0.24,-1.04,-1.05,11.5
-12.82,-2.23,-0.89,-0.52,-0.25,-0.21,11.6
-7.20,-0.19,-0.29,0.76,1.01,0.57,11.7
-4.47,-0.44,-1.73,1.14,0.24,0.83,11.8
-7.54,-1.16,-1.97,0.82,0.52,1.18,11.9
-13.78,-2.31,-3.41,-0.50,0.42,-1.39,12
-12.63,-0.45,-2.76,-0.54,-0.21,-1.43,12.1
-6.51,-0.21,-2.24,-0.13,0.43,0.51,12.2
-3.98,-0.13,-0.97,-0.85,-0.39,1.01,12.3
-6.73,-0.90,-1.39,-0.65,0.22,0.62,12.4
-12.73,-1.38,-4.24,0.01,-0.65,-0.98,12.5
-11.55,-1.35,-0.03,-0.37,-1.67,-1.32,12.6
-14.04,-1.28,-1.25,-0.09,0.91,-0.22,12.7
