-4.35,2.09,9.78,-0.59,0.09,0.02,.1
-4.50,2.33,8.54,-0.27,-0.03,0.02,.2
-4.00,2.32,8.14,-0.11,-0.04,0.16,.3
-3.12,3.01,7.59,-0.03,0.08,0.10,.4
-2.49,3.19,8.95,-0.17,-0.22,-0.05,.5
-4.32,0.77,14.01,-0.02,0.00,-0.14,.6
-3.01,1.23,8.83,0.90,-0.58,-0.07,.7
-3.31,1.64,7.97,0.41,0.08,-0.11,.8
-5.63,0.66,9.10,-0.83,0.18,-0.31,.9
-6.07,1.93,7.81,0.44,0.42,0.03,1
-7.99,0.24,17.92,0.63,0.22,0.64,1.1
-3.78,4.11,3.70,1.27,-0.09,0.43,1.2
-1.39,3.02,5.81,-1.02,-0.06,0.84,1.3
0.45,3.15,5.41,0.71,-0.40,0.66,1.4
-4.99,2.52,17.74,0.83,0.99,0.14,1.5
-5.42,1.77,7.66,-0.03,-0.15,-0.85,1.6
-5.04,1.52,2.01,-0.21,-0.14,-0.91,1.7
-4.52,0.07,2.73,0.27,-1.49,0.45,1.8
-17.48,0.08,21.24,-0.23,2.46,-0.20,1.9
-3.81,3.66,5.92,0.67,1.33,0.14,2
-0.88,4.40,14.05,-1.42,-0.98,-0.04,2.1
-0.81,3.28,6.49,2.18,-2.79,0.66,2.2
-1.43,0.67,12.47,-0.93,-0.75,0.71,2.3
-2.69,0.23,7.34,-0.20,-0.91,-0.68,2.4
-2.90,1.32,7.94,1.66,-0.25,-1.08,2.5
-3.50,2.95,14.49,1.57,0.13,0.03,2.6
-2.49,5.24,7.40,-1.17,0.29,0.21,2.7
1.19,3.28,7.64,-0.18,0.66,0.68,2.8
2.31,3.14,7.56,1.71,2.59,0.44,2.9
-8.49,2.75,0.50,5.29,6.52,0.70,3
-4.77,-6.41,-5.98,4.70,4.14,-2.41,3.1
-7.13,-8.45,-2.48,0.95,-1.36,-5.49,3.2
-12.90,-11.58,-5.80,1.85,-1.09,-4.11,3.3
-25.37,-12.33,-0.66,-1.91,-3.65,-3.39,3.4
-9.85,-1.45,-2.42,-1.19,-1.96,-0.71,3.5
-11.39,10.02,-0.12,-0.96,-0.74,-0.94,3.6
-18.82,-7.26,2.67,-1.15,-1.39,2.28,3.7
-20.30,-19.29,-0.98,1.61,1.62,3.28,3.8
2.72,-12.34,-1.72,3.90,1.63,5.27,3.9
9.80,-10.05,1.94,1.72,0.93,2.67,4
-22.79,-13.90,-12.29,0.74,0.07,-2.46,4.1
-12.00,0.65,3.78,-4.31,-1.69,-3.32,4.2
-3.75,9.44,-2.70,0.32,0.85,0.21,4.3
-8.13,6.83,10.29,-3.81,-2.60,-0.39,4.4
-32.37,-6.30,3.62,2.14,-0.10,1.66,4.5
-1.93,-9.69,-2.48,3.85,-0.29,1.77,4.6
3.09,-6.72,-5.09,3.36,0.86,0.66,4.7
0.54,-8.63,-1.56,-0.65,-0.62,-0.79,4.8
-36.52,-9.21,-2.79,-2.96,0.50,-5.40,4.9
-13.37,2.61,-2.29,-1.66,-3.11,-1.98,5
-8.01,14.17,7.27,-2.97,-0.57,-0.94,5.1
-16.45,5.44,-0.19,0.72,-0.98,2.23,5.2
-36.65,-14.83,1.53,0.55,0.83,4.42,5.3
6.62,-16.09,-5.40,5.13,0.53,4.87,5.4
2.47,-8.14,2.70,0.77,-0.98,-0.10,5.5
-12.43,-16.79,-12.65,0.84,-1.16,-3.42,5.6
-20.03,-2.79,-0.74,-4.61,0.39,-5.19,5.7
-7.84,9.35,-2.36,-0.94,-0.15,-1.03,5.8
-8.88,12.85,6.50,-1.70,0.30,-0.38,5.9
-38.95,-2.27,-1.93,1.93,0.99,3.13,6
-6.79,-13.89,-0.94,1.77,1.55,4.15,6.1
3.13,-10.96,-1.64,2.02,-0.01,3.14,6.2
-2.57,-6.31,-0.14,1.45,-0.44,0.26,6.3
-29.29,-11.47,-10.10,-0.01,-0.26,-3.11,6.4
-10.91,-1.32,2.04,-3.99,-2.92,-5.73,6.5
-10.41,11.42,-1.80,-0.62,0.98,-3.06,6.6
-16.32,9.28,3.83,-1.57,-0.90,-0.60,6.7
-33.46,-16.11,-1.17,1.33,1.43,3.42,6.8
-0.84,-17.97,1.25,1.58,-0.88,5.72,6.9
8.00,-12.94,-4.11,3.16,0.92,1.63,7
-9.85,-19.22,-2.67,-1.57,-1.27,-3.20,7.1
-31.76,-9.76,-1.89,-0.69,0.54,-4.73,7.2
-12.58,2.33,-7.74,-0.62,-2.80,-2.50,7.3
-8.58,11.78,3.04,-1.03,0.87,-0.74,7.4
-19.00,1.62,-0.92,-0.07,-1.71,1.21,7.5
-26.16,-18.09,-2.72,1.60,2.45,4.05,7.6
0.06,-13.64,-0.82,2.30,-1.33,4.67,7.7
6.76,-12.39,-0.66,3.22,1.19,2.33,7.8
-7.62,-19.24,-6.35,0.51,-1.35,-3.59,7.9
-30.15,-4.12,-5.37,-1.90,-0.06,-6.51,8
-14.83,7.88,-2.58,-1.64,-2.27,-1.84,8.1
-10.39,13.25,2.26,-1.38,-0.19,0.06,8.2
-33.31,-3.54,5.33,2.05,1.63,4.96,8.3
-7.84,-16.40,1.79,1.77,1.41,4.70,8.4
9.28,-13.42,-3.70,2.99,0.92,2.23,8.5
-3.42,-9.70,-2.27,0.40,-0.46,-1.99,8.6
-35.00,-19.24,2.02,-2.61,-1.32,-3.94,8.7
-14.45,4.93,-0.96,-1.49,-0.94,-3.52,8.8
-7.35,16.53,1.16,-1.47,-0.04,-0.01,8.9
-12.32,5.64,3.33,-1.20,-1.32,2.24,9
-35.91,-12.14,0.12,1.77,1.20,3.16,9.1
0.78,-15.20,-2.36,3.50,-1.96,5.79,9.2
5.01,-11.88,-2.71,1.84,-0.18,-0.08,9.3
-8.08,-23.62,-7.59,-0.59,-0.95,-4.07,9.4
-39.34,-7.27,-7.02,-3.18,1.11,-7.81,9.5
-17.80,5.60,-2.22,-2.01,-2.35,-0.36,9.6
-3.64,15.39,4.30,-0.29,0.75,0.44,9.7
-17.08,5.47,4.04,0.86,-0.25,3.21,9.8
-25.08,-16.17,0.12,2.13,2.09,3.85,9.9
7.54,-17.41,-4.82,3.46,-0.63,4.13,10
4.69,-13.19,1.03,1.53,-0.14,0.22,10.1
-20.78,-19.47,-7.93,0.39,0.86,-4.50,10.2
-17.53,-2.37,-1.87,-1.48,-0.33,-6.74,10.3
-9.02,7.06,-3.14,-1.48,-0.45,-1.43,10.4
-7.90,14.56,5.99,-2.31,-0.83,0.37,10.5
-37.09,-1.61,1.15,1.19,0.16,3.98,10.6
-4.58,-17.49,0.28,1.52,0.23,4.73,10.7
9.71,-12.58,-3.54,3.27,0.45,2.62,10.8
-3.43,-8.75,-3.84,0.07,-0.85,-2.20,10.9
-39.40,-9.62,-7.19,-1.39,1.30,-4.88,11
-13.08,3.09,-3.35,-1.89,-3.79,-2.87,11.1
-5.68,14.21,1.88,-2.05,-1.18,-1.51,11.2
-13.38,6.96,-2.61,-0.55,-0.30,0.98,11.3
-34.17,-14.75,-1.24,0.32,1.49,2.52,11.4
4.22,-15.95,-5.11,2.22,-1.07,5.66,11.5
5.07,-10.06,-2.78,0.87,-1.03,-0.28,11.6
-2.26,-12.78,-7.81,0.32,0.14,-2.13,11.7
-37.58,-8.63,-7.68,-1.37,1.20,-5.12,11.8
-11.59,2.64,-1.10,-1.00,-1.64,-1.09,11.9
-3.72,16.06,0.93,-0.79,-1.36,-1.38,12
-18.63,2.62,1.55,0.56,0.60,2.36,12.1
-16.29,-22.34,1.18,0.99,1.60,2.70,12.2
7.70,-13.02,-3.36,3.34,1.85,3.35,12.3
3.02,-8.75,0.04,-0.14,-0.90,-0.03,12.4
-22.66,-21.89,-5.04,-0.71,-0.96,-3.67,12.5
-14.06,-1.57,-1.17,-1.73,-0.16,-5.79,12.6
-8.56,10.20,-1.77,-1.34,-0.40,-2.15,12.7
-10.22,10.84,2.20,-2.50,-1.20,-0.71,12.8
-39.40,-9.15,-1.51,0.39,1.61,3.50,12.9
-5.04,-18.24,-1.65,1.52,-1.90,6.17,13
11.97,-13.96,-2.05,3.28,0.49,3.22,13.1
-2.00,-13.23,-4.42,-0.07,-1.45,-2.32,13.2
-39.40,-14.34,-12.24,-1.78,0.01,-7.39,13.3
-13.57,1.46,-2.00,-2.30,-4.25,-2.77,13.4
-6.44,14.73,4.58,-1.83,-0.61,-0.84,13.5
-20.59,-2.96,-0.10,-0.22,-0.72,1.37,13.6
-29.77,-19.62,-2.59,0.98,2.20,3.91,13.7
10.63,-16.93,-4.34,3.34,1.10,4.64,13.8
3.02,-9.74,-1.29,0.05,-1.63,-2.60,13.9
-7.05,-21.65,-5.19,0.52,0.64,-2.96,14
-18.38,-6.95,-5.95,-0.64,-3.49,-3.76,14.1
-8.21,7.16,-6.31,-0.42,0.03,-0.92,14.2
-7.50,10.60,-1.58,-2.54,-1.17,-0.28,14.3
-33.99,-11.72,-3.64,0.16,1.94,3.25,14.4
-7.82,-17.34,1.94,0.51,0.87,3.45,14.5
10.44,-10.84,-2.44,2.85,1.22,2.83,14.6
0.55,-8.40,-4.42,0.29,-1.66,-1.08,14.7
-22.40,-19.60,-0.04,-1.81,0.47,-2.95,14.8
-16.42,-1.67,-1.24,0.34,-2.74,-5.42,14.9
-7.18,10.74,-1.20,-1.07,0.38,-0.73,15
-15.54,10.17,0.15,-2.02,-1.74,-0.34,15.1
-39.40,-13.50,-6.26,0.69,1.75,3.95,15.2
-2.59,-15.67,-3.98,1.95,-1.46,6.40,15.3
7.86,-11.96,3.38,0.98,-0.81,1.03,15.4
-0.83,-10.00,-6.07,1.45,-0.84,-2.26,15.5
-39.40,-12.71,-15.59,-1.79,0.11,-5.59,15.6
